Data,Valor,Identificador,Descrição
13/04/2022,235.82,04a7d31e4b0e7aa77d3fed42ae7ed020,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
13/04/2022,266.67,1c301689d40188ce8ef5ec16736f8ae8,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
15/04/2022,108.17,78acc7b795498690a9a4bfe0305cd4e8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
20/04/2022,465.87,7e397d62e95e1bc8b0e7382ef0464dbc,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
21/04/2022,310.99,b44c07e4e9d9ecd4ee8bd940cb65fb98,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
22/04/2022,271.09,8df2c45916b89113dc506534e71a730e,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
22/04/2022,191.59,f4bf2ee1df97bff6cf6a3dd15caa849c,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
22/04/2022,905.4,ad8b23c850f2514aa0ff484069fa9d09,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
23/04/2022,531.34,05b1ed9166f3220739d20ab24f94b199,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
23/04/2022,999.03,66aa0b7ad4a470e1497829742901968e,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
24/04/2022,910.2,7c314db9a6907a52102401b5a378128c,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/04/2022,927.74,bd29323a10276d43ba0546e922fba4fc,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/04/2022,862.99,12547d98d537d89e55ffface89ab27e6,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
27/04/2022,687.2,9209b9f73819c1bfefef2e8a9baa1db5,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
27/04/2022,816.05,50e7ce0601e085225360c3d81959cd59,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
29/04/2022,897.84,fca92323281f3839432d9570928b64cb,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
29/04/2022,490.87,d1fba5f5bafa552bdaa50e1f29916371,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
30/04/2022,452.41,9eb21a349f978a1570225c820b670b7b,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
01/05/2022,-39.43,4b04778b4fbbc65fb7d171ceceecc834,Pagamento de fatura
02/05/2022,321.72,89080bd3b84485bf773541ed4788bd1d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
04/05/2022,243.28,b3d925b2d9b5567d261f1041a56cfda4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
05/05/2022,385.65,1780167e514272c331766ac0996c2c39,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
05/05/2022,702.14,901fc4d41c69bdc0f0cfafe1e3ce42cb,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
05/05/2022,547.98,a8d294235b8ce92752b6084866606ac2,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
05/05/2022,578.77,7fe35a7d67bbc495fd4d011443247e31,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
05/05/2022,943.96,577984f12364f475087c3f23cb5d4fa1,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
08/05/2022,889.68,a596d6eef34fea121bedf84fc457062c,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
08/05/2022,991.32,760a615161e6cedce0914e09ee1c73ce,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
09/05/2022,243.95,107dac4f1b32756aec0224b331d0920a,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
09/05/2022,868.42,27d9017ab94e8b4e48b40c706ee0573f,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/05/2022,17.44,d0795fc87f7787f3dfe9d8ae592c76a1,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/05/2022,441.21,fa78df4218d85535e866d5441f7a07d0,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
10/05/2022,16.71,8cd977ede45e0a62380033d5c75b9fc6,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
13/05/2022,914.55,6dedd025c3f378b07df713b38258ecf8,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
13/05/2022,592.95,1d358fae313decdaf461d9ae8427e7fa,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
15/05/2022,986.58,bd6cfd4983c88754cf7ac0c3c137beb8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
15/05/2022,461.24,a33697599b907f821e80f142308af16b,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
16/05/2022,40.29,3d75cecd1689f949887401a09fed82b2,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
16/05/2022,868.73,b7fd8e1f526d75ce2e7d5fb5ceadf49e,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
17/05/2022,126.27,3d1777fa55141a5f103af946e77b52e5,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
18/05/2022,799.32,9dfdeb80892c73920aaee14da87873bb,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
19/05/2022,223.42,5c7806257d1158baebaa1e8a91e891d7,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
19/05/2022,690.34,c7e7669e6c62ec0de693c89088929beb,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
19/05/2022,983.28,6181f91b7455e4afebd557186b69d1a7,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
21/05/2022,5.11,e3682f6c61e409202ca20e9374593ef9,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
21/05/2022,307.12,1cb478ddd487f6aeafbc3cfdefa613fa,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
21/05/2022,559.6,e57d63b9b5d71c67dafb5701251c8184,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
22/05/2022,977.19,b6233a673edbdbce2bbe7b0dc00f75c3,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/05/2022,555.68,915247b97d14519a946a2bf12fc81548,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
24/05/2022,430.53,70abc26ed5bfbacd3d83581e7ce08e83,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
24/05/2022,532.59,24420558af591029d818935dd02467ce,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
25/05/2022,251.43,2bbd7d148b5576b13f3a3bed21e3bb76,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
26/05/2022,596.83,e6ffc137b9cda62dc67eb09d655c2dc8,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
27/05/2022,327.91,f9354f9020a2cc04b1b39b3ea4b0c2ae,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
27/05/2022,706.96,257bf44abf5f3c49e930a40a87187cb4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
27/05/2022,99.55,6aea607bd36cd8872750e0f281405e7f,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
28/05/2022,819.17,f3a8734c5112bb1aef60a7ba0c78dcb8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/05/2022,518.6,a34ec72656be1d41110dc8aca17dc2ea,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/05/2022,371.03,0b5f18da6bc4a54024daf5970e19c0ff,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/05/2022,159.33,53e1fdcc78e8525a1ddecce1ef661121,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/05/2022,325,6eaac8084bdf7844ee2e76fe30a02bea,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
29/05/2022,399.68,f608c5d5279cccad10f5daaf3e70b253,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
30/05/2022,37.29,989d90832e6f08aae0af5c140557a17d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
31/05/2022,967.02,ffab84229463466ce615717d34b85b69,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
01/06/2022,-278.86,8f546127647cdb835ff5f638f8866425,Pagamento de fatura
02/06/2022,198.77,01578f5843dc04d19de8c2c814ee8953,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/06/2022,756.87,a54b7a21a9b34c332556739db253eef9,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/06/2022,299.6,b6980c51bb1301c913742a57af31c78e,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/06/2022,800.84,f33c827820e25c703538c7c217f6304e,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
02/06/2022,32.78,454ef1c52dd78c23155ebcf2d52c80ff,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
03/06/2022,44.69,4cbf177b3a8b07c63c0ad037c269e289,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
05/06/2022,964.35,8d1ba765dbab77d153681af1d9c8885f,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
06/06/2022,329.64,5300622f912412e6f10a53a76ddb6411,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
07/06/2022,111.13,9aa8960b03dded6aea5b04ca74408750,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
10/06/2022,17.83,83fdae303fcff61073294701ade6b262,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/06/2022,20.66,944a6017cdc38b7648d5c6fd0013ac7b,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
13/06/2022,266.21,7ab3fc1852b30655b67dea1dad26bc33,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
14/06/2022,261.61,d19579d025b19c004a0591164cb28ce9,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
16/06/2022,544.32,86aa069ffa684b3f5365fb31e7e2f090,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
16/06/2022,448.4,f744fb6ee852b45b5309f7a2427be89d,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
16/06/2022,117.46,fdfb06fd65e89673d7694ae02e4ecc7f,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/06/2022,407.61,eec1570480acbe262be198ab14be4152,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
18/06/2022,358.75,bab90f87eeafb9d1688dfd25a256e1d7,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
19/06/2022,167.62,50a1baa512a1120f9b53fbab8b44a48a,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
19/06/2022,385.26,b72c08d47e160127eaa8cbe351826ecd,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
20/06/2022,680.21,c13b8c2be33921ab4b7c3157be75db0d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
21/06/2022,531.51,188b408ffc885469ecc26e75b20c7c63,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
21/06/2022,970.7,15a407d96f749f7b905b3274b02e2913,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
23/06/2022,507.07,2458978cc465932210f243afc2942b66,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
23/06/2022,380.95,6b4a65caa488edf5f1d7f3334c6cd4cd,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/06/2022,75.46,46230d980c7bc93f8c4661d077fc07e9,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
24/06/2022,38.96,b6494df1c48faade3f7e6e4c74b92bf4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
24/06/2022,755.6,b404ee8da90a7832ef2ec9c4d57e97d4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
25/06/2022,814.25,d2cba011ad7202f9943e3d7421764863,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
26/06/2022,329.09,9775a9086f11f32e65f20419a29d58d4,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/06/2022,201.25,19e05f110a0b64ed143866051c2cc24d,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
28/06/2022,881.77,d075be13f11ab54e5c2e42b5763b441b,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
28/06/2022,685.76,382710c57a46d0bb6a4e53fb12b82ad5,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
01/07/2022,-292.13,1d3186e9bbe602a464b14183acae5af3,Pagamento de fatura
02/07/2022,433.07,4cf39732e86f5d406645b779926070b5,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
02/07/2022,67.57,98464281ef6a4caf95831c64547d6ca1,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
03/07/2022,123.98,53245b71bfe1d7aeb77ee11dd32b8715,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
03/07/2022,263.56,b43eb48032f53806ce0c112c63338795,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
03/07/2022,54.75,4d67aef1ab7ed6b97a04d6d6d1d7c8db,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
03/07/2022,170.2,f1051ee5246cd0af5da2384929966830,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
04/07/2022,930.13,c680aef17e81090a086fedd973dbd528,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
04/07/2022,385.71,2ac65f3f82a966c106066f88e2fda90c,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
04/07/2022,962.51,ffbaef177b5806279cba32fd48663d4d,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
05/07/2022,43.15,de4086bc2abae5120c2d2dd285617cf0,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
06/07/2022,672.25,767be8e95586c39dccb2bb104b43a8c4,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
07/07/2022,275.69,d292e13dbc0fbf375c87a4b45028e7a8,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
08/07/2022,570.29,3cb7af372933d61450e336b19c5ed153,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
08/07/2022,409.14,b15579641718ae77645b2c7233b97f8a,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
09/07/2022,194.56,675e48b0e5ff7269d33524cc68798bff,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/07/2022,199.85,120824e07260d0e82951ef042352f2b8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
10/07/2022,504.11,c3df1e160bad5a57492e7336275f0ffe,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/07/2022,31.75,23f7a9eb7b4e48b993454988780d98cc,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/07/2022,269.11,4c6b503565aef7c2fb081b9abc5f9ccc,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
12/07/2022,497.92,8486f62aa9e8733544e75e296ab59eb2,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
13/07/2022,54.84,d185e872b381b13dd086fceaee0c4597,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
14/07/2022,796.99,480926fb1f3ede1e41be0a575b6c8d78,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
14/07/2022,590.27,99fd023a7dac50dad058705afa58bbc4,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
14/07/2022,354.34,db0d651c7fd2e0327bbd88523da4e814,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
14/07/2022,376.01,bc47e1ecee0023562e34d2ec105ad7d7,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
16/07/2022,290.28,8e89681c7c53b6bce4c7e7bdbb3d95fd,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
17/07/2022,793.02,7c8a4c69a8cb945bf4965728715cbd3c,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
18/07/2022,950.68,dba8158e0a5ab7657bfbd9cd314e0cb8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
19/07/2022,615.29,029e6fab91c9c77ab58b130587f73474,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
21/07/2022,403.62,ae1720a0e07f76db96e86f95159650d9,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
23/07/2022,870.27,6c3c1d32654f2b23ab8de3bebe8063e5,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
23/07/2022,898.5,d6218201d36bdedbe1f6de8eab2313f8,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
25/07/2022,352.66,74b778079b669c9bc096f57714d87561,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
25/07/2022,861.16,191860bcf31dbb78fd32a6a9424db781,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
26/07/2022,256.11,efb1e07c0595d96fbc15b76af91a652f,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
27/07/2022,862.6,c8e612548f865026ad7460657d23db39,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
28/07/2022,28.84,c835bf776feeded3cd39c26c731de851,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
29/07/2022,328.81,a4a36eceea3c7d76d061b988d00cdaa6,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
31/07/2022,512.85,3559f4a46cf049db3291998437be6c24,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
31/07/2022,550.34,99dd37b1785f36ef976466873ca94701,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
01/08/2022,-835.16,e918d2ad05da68a13ad6550ec46d8247,Pagamento de fatura
04/08/2022,729.87,b34c4fc6931b067f6ecf20011962e049,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
06/08/2022,974.19,56bfb606ef5fafb7b308f54d2c6bce88,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
07/08/2022,2.37,dd161490a7ceea6e4729e41590c53236,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
08/08/2022,89.63,6f51271b1d93974cbf5bbb8a0b62835c,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
08/08/2022,143.02,5eb82542980ba3d14b806866d64ecb92,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/08/2022,227.29,38367a53b024638a8c4ca694ab7e405e,Transferência enviada pelo Pix - ABC - ••.•••.•••/••••-•• - NUPAY IP LTDA. Agência: 1 Conta: 12345678-9
11/08/2022,42.59,075e406d09b267d055dce0fd8bd4f6b7,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
11/08/2022,595.96,67091e80ce8af760aa95e0186d042a17,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
12/08/2022,309.81,a46b21f5ee70f6ce11f28b71ee720855,Transferência Recebida - ABC - •••.•••.•••-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 12345678-9
